Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
easyJet,Edinburgh,2024-04-17T18:00:00+00:00,2024-04-17T18:44:00+00:00,Bristol,2024-04-17T19:15:00+00:00,2024-04-17T19:38:00+00:00
easyJet,Zakinthos International Airport,2024-04-17T13:10:00+00:00,2024-04-17T13:15:00+00:00,Bristol,2024-04-17T14:55:00+00:00,2024-04-17T14:45:00+00:00
easyJet,Schiphol,2024-04-17T09:55:00+00:00,2024-04-17T10:25:00+00:00,Bristol,2024-04-17T10:15:00+00:00,2024-04-17T10:25:00+00:00
KLM,Schiphol,2024-04-17T12:55:00+00:00,2024-04-17T13:57:00+00:00,Bristol,2024-04-17T13:10:00+00:00,
easyJet,Lanzarote,2024-04-17T19:30:00+00:00,2024-04-17T19:51:00+00:00,Bristol,2024-04-17T23:20:00+00:00,2024-04-17T23:23:00+00:00
TUIfly,Sharm el-Sheikh International Airport,2024-04-17T21:05:00+00:00,2024-04-17T21:02:00+00:00,Bristol,2024-04-18T02:05:00+00:00,2024-04-18T01:39:00+00:00
easyJet,Aldergrove International Airport,2024-04-17T21:45:00+00:00,2024-04-17T21:56:00+00:00,Bristol,2024-04-17T22:50:00+00:00,2024-04-17T22:39:00+00:00
easyJet,Faro,2024-04-17T22:10:00+00:00,2024-04-17T22:10:00+00:00,Bristol,2024-04-18T00:45:00+00:00,2024-04-18T00:36:00+00:00
easyJet,Ibiza,2024-04-17T20:40:00+00:00,2024-04-17T20:34:00+00:00,Bristol,2024-04-17T22:05:00+00:00,2024-04-17T21:59:00+00:00
Kenya Airways,Schiphol,2024-04-17T16:40:00+00:00,2024-04-17T18:16:00+00:00,Bristol,2024-04-17T16:55:00+00:00,
easyJet,Nikos Kazantzakis Airport,2024-04-17T22:25:00+00:00,2024-04-17T22:23:00+00:00,Bristol,2024-04-18T00:35:00+00:00,2024-04-18T00:16:00+00:00
Ryanair,Marco Polo,2024-04-17T19:50:00+00:00,2024-04-17T21:04:00+00:00,Bristol,2024-04-17T21:10:00+00:00,
easyJet,Antalya,2024-04-17T22:30:00+00:00,2024-04-17T23:08:00+00:00,Bristol,2024-04-18T01:15:00+00:00,2024-04-18T01:17:00+00:00
easyJet,Ronaldsway,2024-04-17T12:00:00+00:00,2024-04-17T12:34:00+00:00,Bristol,2024-04-17T12:55:00+00:00,2024-04-17T13:13:00+00:00
easyJet,Newcastle Airport,2024-04-17T21:30:00+00:00,2024-04-17T21:32:00+00:00,Bristol,2024-04-17T22:35:00+00:00,2024-04-17T22:14:00+00:00
easyJet,Edinburgh,2024-04-17T20:15:00+00:00,2024-04-17T20:23:00+00:00,Bristol,2024-04-17T21:30:00+00:00,2024-04-17T21:10:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-17T22:25:00+00:00,2024-04-17T22:31:00+00:00,Bristol,2024-04-17T23:55:00+00:00,2024-04-17T23:45:00+00:00
easyJet,Dalaman,2024-04-17T23:10:00+00:00,2024-04-17T23:20:00+00:00,Bristol,2024-04-18T01:35:00+00:00,2024-04-18T01:19:00+00:00
easyJet,Edinburgh,2024-04-17T21:45:00+00:00,2024-04-17T21:59:00+00:00,Bristol,2024-04-17T23:00:00+00:00,2024-04-17T22:48:00+00:00
Jet2,Antalya,2024-04-17T16:35:00+00:00,2024-04-17T17:28:00+00:00,Bristol,2024-04-17T19:20:00+00:00,2024-04-17T19:42:00+00:00
Jet2,Sur Reina Sofia,2024-04-17T15:35:00+00:00,2024-04-17T15:48:00+00:00,Bristol,2024-04-17T19:45:00+00:00,2024-04-17T19:47:00+00:00
easyJet,El Prat De Llobregat,2024-04-17T22:15:00+00:00,2024-04-17T22:44:00+00:00,Bristol,2024-04-17T23:30:00+00:00,2024-04-17T23:41:00+00:00
easyJet,Milano Malpensa,2024-04-17T22:30:00+00:00,2024-04-17T22:38:00+00:00,Bristol,2024-04-17T23:20:00+00:00,2024-04-17T23:17:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-17T13:40:00+00:00,2024-04-17T13:52:00+00:00,Bristol,2024-04-17T15:10:00+00:00,2024-04-17T15:17:00+00:00
Ryanair,Alicante El Altet,2024-04-17T13:20:00+00:00,2024-04-17T13:36:00+00:00,Bristol,2024-04-17T14:55:00+00:00,2024-04-17T15:02:00+00:00
Ryanair,Kastrup,2024-04-17T17:05:00+00:00,2024-04-17T17:17:00+00:00,Bristol,2024-04-17T18:15:00+00:00,2024-04-17T17:58:00+00:00
easyJet,Inverness,2024-04-17T12:40:00+00:00,2024-04-17T12:55:00+00:00,Bristol,2024-04-17T14:00:00+00:00,2024-04-17T13:56:00+00:00
easyJet,Glasgow International,2024-04-17T13:25:00+00:00,2024-04-17T13:36:00+00:00,Bristol,2024-04-17T14:40:00+00:00,2024-04-17T14:24:00+00:00
easyJet,Gran Canaria,2024-04-17T21:20:00+00:00,2024-04-17T21:47:00+00:00,Bristol,2024-04-18T01:15:00+00:00,2024-04-18T01:29:00+00:00
easyJet,Edinburgh,2024-04-17T08:50:00+00:00,2024-04-17T09:13:00+00:00,Bristol,2024-04-17T10:05:00+00:00,2024-04-17T10:02:00+00:00
Ryanair,Alicante El Altet,2024-04-17T10:00:00+00:00,2024-04-17T10:16:00+00:00,Bristol,2024-04-17T11:35:00+00:00,2024-04-17T11:45:00+00:00
easyJet,Malta International,2024-04-17T11:00:00+00:00,2024-04-17T11:09:00+00:00,Bristol,2024-04-17T13:30:00+00:00,2024-04-17T13:29:00+00:00
easyJet,Orly,2024-04-17T19:05:00+00:00,2024-04-17T19:35:00+00:00,Bristol,2024-04-17T19:25:00+00:00,2024-04-17T19:36:00+00:00
Ryanair,Girona-Costa Brava,2024-04-17T11:20:00+00:00,2024-04-17T11:19:00+00:00,Bristol,2024-04-17T12:30:00+00:00,2024-04-17T12:31:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-17T13:35:00+00:00,2024-04-17T15:10:00+00:00,Bristol,2024-04-17T15:20:00+00:00,
easyJet,Son Sant Joan Airport,2024-04-17T23:05:00+00:00,2024-04-17T23:07:00+00:00,Bristol,2024-04-18T00:30:00+00:00,2024-04-18T00:23:00+00:00
easyJet,Kastrup,2024-04-17T14:00:00+00:00,2024-04-17T14:21:00+00:00,Bristol,2024-04-17T15:05:00+00:00,2024-04-17T15:04:00+00:00
easyJet,Glasgow International,2024-04-17T21:50:00+00:00,2024-04-17T22:37:00+00:00,Bristol,2024-04-17T23:00:00+00:00,2024-04-17T23:26:00+00:00
easyJet,Sur Reina Sofia,2024-04-17T11:00:00+00:00,2024-04-17T11:06:00+00:00,Bristol,2024-04-17T15:05:00+00:00,2024-04-17T14:51:00+00:00
easyJet,Francisco Sá Carneiro,2024-04-17T11:00:00+00:00,2024-04-17T11:45:00+00:00,Bristol,2024-04-17T13:05:00+00:00,2024-04-17T13:41:00+00:00
easyJet,Alicante El Altet,2024-04-17T11:20:00+00:00,2024-04-17T11:31:00+00:00,Bristol,2024-04-17T12:55:00+00:00,2024-04-17T13:03:00+00:00
easyJet,Ioannis Kapodistrias,2024-04-17T12:25:00+00:00,2024-04-17T12:43:00+00:00,Bristol,2024-04-17T13:55:00+00:00,2024-04-17T13:50:00+00:00
Delta Air Lines,Schiphol,2024-04-17T16:40:00+00:00,2024-04-17T18:16:00+00:00,Bristol,2024-04-17T16:55:00+00:00,
SunExpress,Antalya,2024-04-17T15:00:00+00:00,2024-04-17T15:33:00+00:00,Bristol,2024-04-17T17:35:00+00:00,2024-04-17T17:42:00+00:00
Jet2,Paphos International Airport,2024-04-17T15:30:00+00:00,2024-04-17T15:40:00+00:00,Bristol,2024-04-17T18:35:00+00:00,2024-04-17T18:13:00+00:00
easyJet,Blagnac,2024-04-17T15:10:00+00:00,2024-04-17T15:16:00+00:00,Bristol,2024-04-17T16:00:00+00:00,2024-04-17T15:59:00+00:00
easyJet,Marco Polo,2024-04-17T13:55:00+00:00,2024-04-17T14:11:00+00:00,Bristol,2024-04-17T15:15:00+00:00,2024-04-17T15:14:00+00:00
easyJet,Schiphol,2024-04-17T12:10:00+00:00,2024-04-17T13:29:00+00:00,Bristol,2024-04-17T12:30:00+00:00,
easyJet,Diagoras,2024-04-17T14:25:00+00:00,2024-04-17T14:40:00+00:00,Bristol,2024-04-17T16:50:00+00:00,2024-04-17T16:41:00+00:00
easyJet,Schiphol,2024-04-17T13:35:00+00:00,2024-04-17T14:29:00+00:00,Bristol,2024-04-17T13:55:00+00:00,2024-04-17T14:20:00+00:00
easyJet,Glasgow International,2024-04-17T08:45:00+00:00,2024-04-17T08:55:00+00:00,Bristol,2024-04-17T10:00:00+00:00,2024-04-17T09:49:00+00:00
easyJet,Aldergrove International Airport,2024-04-17T08:40:00+00:00,2024-04-17T08:59:00+00:00,Bristol,2024-04-17T09:45:00+00:00,2024-04-17T09:39:00+00:00
easyJet,Alicante El Altet,2024-04-17T07:00:00+00:00,2024-04-17T07:10:00+00:00,Bristol,2024-04-17T08:35:00+00:00,2024-04-17T08:41:00+00:00
Helvetic Airways,Zurich,2024-04-17T06:55:00+00:00,,Bristol,2024-04-17T07:55:00+00:00,
Ryanair,Sur Reina Sofia,2024-04-17T06:00:00+00:00,2024-04-17T05:58:00+00:00,Bristol,2024-04-17T10:00:00+00:00,2024-04-17T09:52:00+00:00
easyJet,Geneve-cointrin,2024-04-17T08:00:00+00:00,2024-04-17T08:07:00+00:00,Bristol,2024-04-17T08:45:00+00:00,2024-04-17T08:38:00+00:00
easyJet,El Prat De Llobregat,2024-04-17T07:50:00+00:00,2024-04-17T07:56:00+00:00,Bristol,2024-04-17T09:10:00+00:00,2024-04-17T08:58:00+00:00
easyJet,Faro,2024-04-17T07:00:00+00:00,2024-04-17T07:08:00+00:00,Bristol,2024-04-17T09:40:00+00:00,2024-04-17T09:42:00+00:00
British Airways,Dublin International,2024-04-17T06:40:00+00:00,,Bristol,2024-04-17T07:55:00+00:00,
Aer Lingus,Dublin International,2024-04-17T06:40:00+00:00,,Bristol,2024-04-17T07:55:00+00:00,
Ryanair,Liszt Ferenc International,2024-04-17T08:05:00+00:00,2024-04-17T08:04:00+00:00,Bristol,2024-04-17T09:50:00+00:00,2024-04-17T09:26:00+00:00
Aurigny Air Services,Guernsey,2024-04-17T12:45:00+00:00,2024-04-17T13:43:00+00:00,Bristol,2024-04-17T13:40:00+00:00,
BAe Systems Marine,Walney Island,2024-04-17T16:10:00+00:00,2024-04-17T16:18:00+00:00,Bristol,2024-04-17T16:55:00+00:00,2024-04-17T16:59:00+00:00
Ryanair,Dublin International,2024-04-17T07:55:00+00:00,2024-04-17T08:02:00+00:00,Bristol,2024-04-17T09:00:00+00:00,2024-04-17T08:43:00+00:00
KLM,Schiphol,2024-04-17T08:35:00+00:00,2024-04-17T09:02:00+00:00,Bristol,2024-04-17T08:50:00+00:00,2024-04-17T08:55:00+00:00
easyJet,Bristol,2024-04-17T06:00:00+00:00,2024-04-17T06:25:00+00:00,Zine El Abidine Ben Ali International Airport,2024-04-17T09:10:00+00:00,
easyJet,Bristol,2024-04-17T13:35:00+00:00,2024-04-17T13:32:00+00:00,Berlin Brandenburg Airport,2024-04-17T16:35:00+00:00,2024-04-17T16:10:00+00:00
easyJet,Bristol,2024-04-17T07:00:00+00:00,2024-04-17T07:15:00+00:00,Aldergrove International Airport,2024-04-17T08:10:00+00:00,2024-04-17T08:16:00+00:00
easyJet,Bristol,2024-04-17T15:50:00+00:00,2024-04-17T16:01:00+00:00,Aldergrove International Airport,2024-04-17T17:00:00+00:00,2024-04-17T16:58:00+00:00
easyJet,Bristol,2024-04-17T20:05:00+00:00,2024-04-17T20:23:00+00:00,Aldergrove International Airport,2024-04-17T21:15:00+00:00,2024-04-17T21:21:00+00:00
Aurigny Air Services,Bristol,2024-04-17T15:05:00+00:00,2024-04-17T15:21:00+00:00,Guernsey,2024-04-17T15:58:00+00:00,2024-04-17T15:58:00+00:00
Aurigny Air Services,Bristol,2024-04-17T08:45:00+00:00,,Guernsey,2024-04-17T09:50:00+00:00,
Loganair,Bristol,2024-04-17T18:00:00+00:00,,Jersey,2024-04-17T19:00:00+00:00,
Blue Islands,Bristol,2024-04-17T18:00:00+00:00,,Jersey,2024-04-17T19:00:00+00:00,
Blue Islands,Bristol,2024-04-17T18:00:00+00:00,2024-04-17T18:29:00+00:00,Jersey,2024-04-17T18:53:00+00:00,2024-04-17T19:09:00+00:00
,Bristol,2024-04-17T18:00:00+00:00,,Jersey,2024-04-17T19:00:00+00:00,
BAe Systems Marine,Bristol,2024-04-17T17:35:00+00:00,2024-04-17T17:30:00+00:00,Walney Island,2024-04-17T18:35:00+00:00,2024-04-17T18:23:00+00:00
easyJet,Bristol,2024-04-17T10:35:00+00:00,2024-04-17T10:44:00+00:00,Ronaldsway,2024-04-17T11:30:00+00:00,2024-04-17T11:46:00+00:00
easyJet,Bristol,2024-04-17T19:55:00+00:00,2024-04-17T19:50:00+00:00,Newcastle Airport,2024-04-17T21:00:00+00:00,2024-04-17T20:41:00+00:00
British Airways,Bristol,2024-04-17T19:55:00+00:00,2024-04-17T19:52:00+00:00,Dyce,2024-04-17T21:25:00+00:00,2024-04-17T21:08:00+00:00
Loganair,Bristol,2024-04-17T19:55:00+00:00,2024-04-17T19:52:00+00:00,Dyce,2024-04-17T21:25:00+00:00,2024-04-17T21:08:00+00:00
Sierra Pacific Airlines,Bristol,2024-04-17T19:55:00+00:00,2024-04-17T19:52:00+00:00,Dyce,2024-04-17T21:25:00+00:00,2024-04-17T21:08:00+00:00
easyJet,Bristol,2024-04-17T10:35:00+00:00,2024-04-17T10:52:00+00:00,Inverness,2024-04-17T12:05:00+00:00,2024-04-17T12:04:00+00:00
easyJet,Bristol,2024-04-17T07:00:00+00:00,2024-04-17T07:02:00+00:00,Glasgow International,2024-04-17T08:15:00+00:00,2024-04-17T08:10:00+00:00
easyJet,Bristol,2024-04-17T11:30:00+00:00,2024-04-17T11:37:00+00:00,Glasgow International,2024-04-17T12:45:00+00:00,2024-04-17T12:36:00+00:00
easyJet,Bristol,2024-04-17T19:55:00+00:00,2024-04-17T20:46:00+00:00,Glasgow International,2024-04-17T21:10:00+00:00,2024-04-17T21:49:00+00:00
easyJet,Bristol,2024-04-17T07:05:00+00:00,2024-04-17T07:06:00+00:00,Edinburgh,2024-04-17T08:20:00+00:00,2024-04-17T08:12:00+00:00
easyJet,Bristol,2024-04-17T16:15:00+00:00,2024-04-17T16:47:00+00:00,Edinburgh,2024-04-17T17:30:00+00:00,2024-04-17T17:46:00+00:00
easyJet,Bristol,2024-04-17T20:00:00+00:00,2024-04-17T20:14:00+00:00,Edinburgh,2024-04-17T21:15:00+00:00,2024-04-17T21:14:00+00:00
easyJet,Bristol,2024-04-17T22:00:00+00:00,2024-04-17T21:57:00+00:00,Edinburgh,2024-04-17T23:15:00+00:00,2024-04-17T22:56:00+00:00
Aurigny Air Services,Bristol,2024-04-17T14:10:00+00:00,,Exeter,2024-04-17T14:45:00+00:00,
Alitalia,Bristol,2024-04-17T06:20:00+00:00,2024-04-17T06:49:00+00:00,Schiphol,2024-04-17T08:45:00+00:00,2024-04-17T08:42:00+00:00
Alitalia,Bristol,2024-04-17T13:45:00+00:00,,Schiphol,2024-04-17T16:05:00+00:00,
Delta Air Lines,Bristol,2024-04-17T06:20:00+00:00,2024-04-17T06:49:00+00:00,Schiphol,2024-04-17T08:45:00+00:00,
Delta Air Lines,Bristol,2024-04-17T09:20:00+00:00,2024-04-17T09:46:00+00:00,Schiphol,2024-04-17T11:35:00+00:00,2024-04-17T11:48:00+00:00
Etihad Airways,Bristol,2024-04-17T17:30:00+00:00,2024-04-17T19:06:00+00:00,Schiphol,2024-04-17T19:45:00+00:00,
KLM,Bristol,2024-04-17T06:20:00+00:00,2024-04-17T06:49:00+00:00,Schiphol,2024-04-17T08:45:00+00:00,2024-04-17T08:42:00+00:00
KLM,Bristol,2024-04-17T09:20:00+00:00,2024-04-17T09:46:00+00:00,Schiphol,2024-04-17T11:35:00+00:00,2024-04-17T11:48:00+00:00
KLM,Bristol,2024-04-17T13:45:00+00:00,2024-04-17T14:42:00+00:00,Schiphol,2024-04-17T16:05:00+00:00,2024-04-17T16:40:00+00:00
Kenya Airways,Bristol,2024-04-17T06:20:00+00:00,2024-04-17T06:49:00+00:00,Schiphol,2024-04-17T08:45:00+00:00,
Kenya Airways,Bristol,2024-04-17T09:20:00+00:00,2024-04-17T09:46:00+00:00,Schiphol,2024-04-17T11:35:00+00:00,2024-04-17T11:48:00+00:00
Kenya Airways,Bristol,2024-04-17T13:45:00+00:00,,Schiphol,2024-04-17T16:05:00+00:00,
easyJet,Bristol,2024-04-17T07:05:00+00:00,2024-04-17T07:18:00+00:00,Schiphol,2024-04-17T09:25:00+00:00,2024-04-17T09:19:00+00:00
easyJet,Bristol,2024-04-17T15:55:00+00:00,2024-04-17T17:43:00+00:00,Schiphol,2024-04-17T18:15:00+00:00,
easyJet,Bristol,2024-04-17T09:15:00+00:00,2024-04-17T09:36:00+00:00,Schiphol,2024-04-17T11:35:00+00:00,2024-04-17T11:37:00+00:00
easyJet,Bristol,2024-04-17T14:35:00+00:00,2024-04-17T15:07:00+00:00,Schiphol,2024-04-17T16:55:00+00:00,2024-04-17T17:01:00+00:00
Virgin Atlantic,Bristol,2024-04-17T06:20:00+00:00,2024-04-17T06:49:00+00:00,Schiphol,2024-04-17T08:45:00+00:00,
Virgin Atlantic,Bristol,2024-04-17T09:20:00+00:00,2024-04-17T09:46:00+00:00,Schiphol,2024-04-17T11:35:00+00:00,2024-04-17T11:48:00+00:00
Virgin Atlantic,Bristol,2024-04-17T13:45:00+00:00,,Schiphol,2024-04-17T16:05:00+00:00,
Virgin Atlantic,Bristol,2024-04-17T17:30:00+00:00,2024-04-17T19:06:00+00:00,Schiphol,2024-04-17T19:45:00+00:00,
German Airways,Bristol,2024-04-17T17:30:00+00:00,2024-04-17T19:06:00+00:00,Schiphol,2024-04-17T19:45:00+00:00,
British Airways,Bristol,2024-04-17T16:30:00+00:00,2024-04-17T16:38:00+00:00,Cork,2024-04-17T18:00:00+00:00,2024-04-17T17:45:00+00:00
Aer Lingus,Bristol,2024-04-17T16:30:00+00:00,2024-04-17T16:38:00+00:00,Cork,2024-04-17T18:00:00+00:00,2024-04-17T17:45:00+00:00
British Airways,Bristol,2024-04-17T08:25:00+00:00,2024-04-17T08:51:00+00:00,Dublin International,2024-04-17T09:40:00+00:00,2024-04-17T09:47:00+00:00
British Airways,Bristol,2024-04-17T18:55:00+00:00,2024-04-17T18:57:00+00:00,Dublin International,2024-04-17T20:20:00+00:00,2024-04-17T19:55:00+00:00
British Airways,Bristol,2024-04-17T20:25:00+00:00,2024-04-17T20:17:00+00:00,Dublin International,2024-04-17T21:45:00+00:00,2024-04-17T21:15:00+00:00
Aer Lingus,Bristol,2024-04-17T08:25:00+00:00,2024-04-17T08:51:00+00:00,Dublin International,2024-04-17T09:40:00+00:00,2024-04-17T09:47:00+00:00
Aer Lingus,Bristol,2024-04-17T18:55:00+00:00,2024-04-17T18:57:00+00:00,Dublin International,2024-04-17T20:20:00+00:00,2024-04-17T19:55:00+00:00
Aer Lingus,Bristol,2024-04-17T20:25:00+00:00,2024-04-17T20:17:00+00:00,Dublin International,2024-04-17T21:45:00+00:00,2024-04-17T21:15:00+00:00
Ryanair,Bristol,2024-04-17T06:00:00+00:00,2024-04-17T06:02:00+00:00,Dublin International,2024-04-17T07:05:00+00:00,2024-04-17T06:54:00+00:00
Ryanair,Bristol,2024-04-17T13:15:00+00:00,2024-04-17T13:22:00+00:00,Dublin International,2024-04-17T14:20:00+00:00,2024-04-17T14:07:00+00:00
Ryanair,Bristol,2024-04-17T22:40:00+00:00,2024-04-17T22:49:00+00:00,Dublin International,2024-04-17T23:45:00+00:00,2024-04-17T23:29:00+00:00
Qatar Airways,Bristol,2024-04-17T08:25:00+00:00,2024-04-17T08:51:00+00:00,Dublin International,2024-04-17T09:40:00+00:00,2024-04-17T09:47:00+00:00
Ryanair,Bristol,2024-04-17T18:40:00+00:00,2024-04-17T18:52:00+00:00,Kastrup,2024-04-17T21:45:00+00:00,2024-04-17T21:26:00+00:00
easyJet,Bristol,2024-04-17T10:35:00+00:00,2024-04-17T10:35:00+00:00,Kastrup,2024-04-17T13:30:00+00:00,2024-04-17T13:11:00+00:00
Ryanair,Bristol,2024-04-17T08:05:00+00:00,2024-04-17T08:15:00+00:00,John Paul II Balice International,2024-04-17T11:35:00+00:00,2024-04-17T11:26:00+00:00
Ryanair,Bristol,2024-04-17T11:15:00+00:00,2024-04-17T11:20:00+00:00,Jasionka,2024-04-17T14:55:00+00:00,2024-04-17T14:40:00+00:00
Ryanair,Bristol,2024-04-17T07:25:00+00:00,,Kaunas,2024-04-17T12:10:00+00:00,
Ryanair Sun,Bristol,2024-04-17T07:25:00+00:00,2024-04-17T07:30:00+00:00,Kaunas,2024-04-17T12:10:00+00:00,2024-04-17T11:55:00+00:00
Jet2,Bristol,2024-04-17T10:25:00+00:00,2024-04-17T10:37:00+00:00,Fuerteventura,2024-04-17T14:25:00+00:00,2024-04-17T14:15:00+00:00
easyJet,Bristol,2024-04-17T06:40:00+00:00,2024-04-17T06:46:00+00:00,Fuerteventura,2024-04-17T10:45:00+00:00,2024-04-17T10:23:00+00:00
TUIfly,Bristol,2024-04-17T10:30:00+00:00,2024-04-17T10:46:00+00:00,Fuerteventura,2024-04-17T14:35:00+00:00,2024-04-17T14:25:00+00:00
easyJet,Bristol,2024-04-17T16:20:00+00:00,2024-04-17T16:29:00+00:00,Gran Canaria,2024-04-17T20:40:00+00:00,2024-04-17T20:19:00+00:00
easyJet,Bristol,2024-04-17T14:35:00+00:00,2024-04-17T14:46:00+00:00,Lanzarote,2024-04-17T18:40:00+00:00,2024-04-17T18:21:00+00:00
Ryanair,Bristol,2024-04-17T10:25:00+00:00,2024-04-17T10:54:00+00:00,Sur Reina Sofia,2024-04-17T14:40:00+00:00,2024-04-17T14:42:00+00:00
Jet2,Bristol,2024-04-17T10:30:00+00:00,2024-04-17T10:42:00+00:00,Sur Reina Sofia,2024-04-17T14:45:00+00:00,2024-04-17T14:31:00+00:00
easyJet,Bristol,2024-04-17T06:05:00+00:00,2024-04-17T06:10:00+00:00,Sur Reina Sofia,2024-04-17T10:20:00+00:00,2024-04-17T09:58:00+00:00
TUIfly,Bristol,2024-04-17T13:45:00+00:00,2024-04-17T13:58:00+00:00,Sharm el-Sheikh International Airport,2024-04-17T20:05:00+00:00,
Ryanair,Bristol,2024-04-17T18:15:00+00:00,2024-04-17T18:24:00+00:00,Sofia,2024-04-17T23:25:00+00:00,2024-04-17T23:13:00+00:00
Jet2,Bristol,2024-04-17T08:00:00+00:00,2024-04-17T08:11:00+00:00,Paphos International Airport,2024-04-17T14:40:00+00:00,2024-04-17T14:25:00+00:00
easyJet,Bristol,2024-04-17T14:55:00+00:00,2024-04-17T15:06:00+00:00,Paphos International Airport,2024-04-17T21:35:00+00:00,2024-04-17T21:11:00+00:00
TUIfly,Bristol,2024-04-17T07:00:00+00:00,2024-04-17T07:13:00+00:00,Paphos International Airport,2024-04-17T13:30:00+00:00,2024-04-17T13:21:00+00:00
easyJet,Bristol,2024-04-17T06:15:00+00:00,2024-04-17T06:22:00+00:00,Dubrovnik,2024-04-17T10:00:00+00:00,2024-04-17T09:43:00+00:00
Ryanair,Bristol,2024-04-17T06:00:00+00:00,2024-04-17T06:15:00+00:00,Alicante El Altet,2024-04-17T09:25:00+00:00,2024-04-17T09:11:00+00:00
Ryanair,Bristol,2024-04-17T09:20:00+00:00,2024-04-17T09:27:00+00:00,Alicante El Altet,2024-04-17T12:45:00+00:00,2024-04-17T12:26:00+00:00
easyJet,Bristol,2024-04-17T07:00:00+00:00,2024-04-17T07:11:00+00:00,Alicante El Altet,2024-04-17T10:30:00+00:00,2024-04-17T10:03:00+00:00
easyJet,Bristol,2024-04-17T13:05:00+00:00,2024-04-17T14:34:00+00:00,Alicante El Altet,2024-04-17T16:30:00+00:00,
Ryanair,Bristol,2024-04-17T12:55:00+00:00,2024-04-17T13:15:00+00:00,El Prat De Llobregat,2024-04-17T16:05:00+00:00,2024-04-17T15:51:00+00:00
easyJet,Bristol,2024-04-17T18:35:00+00:00,2024-04-17T18:39:00+00:00,El Prat De Llobregat,2024-04-17T21:40:00+00:00,2024-04-17T21:11:00+00:00
easyJet,Bristol,2024-04-17T09:45:00+00:00,2024-04-17T09:54:00+00:00,El Prat De Llobregat,2024-04-17T12:50:00+00:00,2024-04-17T12:27:00+00:00
Ryanair,Bristol,2024-04-17T07:55:00+00:00,2024-04-17T07:54:00+00:00,Girona-Costa Brava,2024-04-17T10:55:00+00:00,2024-04-17T10:26:00+00:00
easyJet,Bristol,2024-04-17T16:25:00+00:00,2024-04-17T16:31:00+00:00,Ibiza,2024-04-17T19:55:00+00:00,2024-04-17T19:29:00+00:00
easyJet,Bristol,2024-04-17T06:00:00+00:00,2024-04-17T06:18:00+00:00,Pablo Ruiz Picasso,2024-04-17T09:45:00+00:00,2024-04-17T09:31:00+00:00
easyJet,Bristol,2024-04-17T19:55:00+00:00,2024-04-17T22:56:00+00:00,Pablo Ruiz Picasso,2024-04-17T23:35:00+00:00,
Ryanair,Bristol,2024-04-17T09:45:00+00:00,2024-04-17T09:50:00+00:00,Son Sant Joan Airport,2024-04-17T13:05:00+00:00,2024-04-17T12:39:00+00:00
Ryanair,Bristol,2024-04-17T18:30:00+00:00,2024-04-17T18:33:00+00:00,Son Sant Joan Airport,2024-04-17T21:50:00+00:00,2024-04-17T21:20:00+00:00
easyJet,Bristol,2024-04-17T06:00:00+00:00,2024-04-17T06:04:00+00:00,Son Sant Joan Airport,2024-04-17T09:20:00+00:00,2024-04-17T08:57:00+00:00
easyJet,Bristol,2024-04-17T19:05:00+00:00,2024-04-17T19:23:00+00:00,Son Sant Joan Airport,2024-04-17T22:25:00+00:00,2024-04-17T22:13:00+00:00
easyJet,Bristol,2024-04-17T20:05:00+00:00,2024-04-17T20:53:00+00:00,Son Sant Joan Airport,2024-04-17T23:25:00+00:00,2024-04-17T23:41:00+00:00
easyJet,Bristol,2024-04-17T16:30:00+00:00,2024-04-17T16:52:00+00:00,Blagnac,2024-04-17T19:20:00+00:00,2024-04-17T19:12:00+00:00
easyJet,Bristol,2024-04-17T10:45:00+00:00,2024-04-17T11:10:00+00:00,Cote D'azur International Airport,2024-04-17T13:50:00+00:00,2024-04-17T13:41:00+00:00
easyJet,Bristol,2024-04-17T07:00:00+00:00,2024-04-17T07:09:00+00:00,Charles De Gaulle,2024-04-17T09:20:00+00:00,2024-04-17T09:07:00+00:00
easyJet,Bristol,2024-04-17T14:40:00+00:00,2024-04-17T14:54:00+00:00,Charles De Gaulle,2024-04-17T17:00:00+00:00,2024-04-17T16:49:00+00:00
easyJet,Bristol,2024-04-17T16:10:00+00:00,2024-04-17T16:43:00+00:00,Orly,2024-04-17T18:35:00+00:00,2024-04-17T18:43:00+00:00
easyJet,Bristol,2024-04-17T17:40:00+00:00,2024-04-17T18:10:00+00:00,"Athens International Airport ""Eleftherios Venizelos""",2024-04-17T23:15:00+00:00,2024-04-17T23:35:00+00:00
easyJet,Bristol,2024-04-17T15:35:00+00:00,2024-04-17T15:48:00+00:00,Nikos Kazantzakis Airport,2024-04-17T21:30:00+00:00,2024-04-17T21:13:00+00:00
easyJet,Bristol,2024-04-17T06:30:00+00:00,2024-04-17T06:41:00+00:00,Ioannis Kapodistrias,2024-04-17T11:45:00+00:00,2024-04-17T11:31:00+00:00
easyJet,Bristol,2024-04-17T07:25:00+00:00,2024-04-17T07:32:00+00:00,Diagoras,2024-04-17T13:40:00+00:00,2024-04-17T13:17:00+00:00
